CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerStatus,ComplainReceived,WarehouseToHomeRange,TenureRange,CashbackAmountRange
52143,1,0,Mobile Phone,1,16,Credit Card,Male,2,3,Mobile Phone,3,Married,2,0,20,1,1,0,124,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52144,1,0,Mobile Phone,1,31,Credit Card,Male,2,4,Mobile Phone,4,Single,5,1,20,1,2,2,123,Churned,Yes,Far distance,6 Months,Moderate Cashback Amount
52145,0,15,Mobile Phone,1,8,Credit Card,Male,2,3,Grocery,5,Married,1,0,17,2,13,7,277,Retained,No,Very close distance,2 Years,High Cashback Amount
52146,1,0,Computer,1,16,Credit Card,Male,2,4,Mobile Phone,4,Married,2,0,15,1,1,0,126,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52147,1,13,Computer,3,6,UPI,Male,2,3,Laptop & Accessory,3,Single,4,1,14,1,1,0,147,Churned,Yes,Very close distance,2 Years,Moderate Cashback Amount
52148,0,6,Computer,3,13,Debit Card,Female,1,3,Laptop & Accessory,4,Married,1,0,17,0,1,2,143,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52149,0,7,Computer,1,9,Debit Card,Male,3,4,Mobile Phone,1,Married,4,0,17,0,1,0,130,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52150,0,21,Computer,1,6,Credit Card,Male,2,1,Grocery,1,Single,3,0,22,2,2,1,269,Retained,No,Very close distance,2 Years,High Cashback Amount
52151,0,18,Computer,3,15,Debit Card,Female,3,4,Laptop & Accessory,3,Married,2,0,13,4,4,12,156,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52152,0,25,Mobile Phone,1,5,Debit Card,Male,2,3,Fashion,4,Single,8,0,19,2,4,0,204,Retained,No,Very close distance,more than 2 years,High Cashback Amount
52153,0,11,Mobile Phone,3,16,E wallet,Male,3,4,Fashion,3,Married,1,1,14,1,2,7,187,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
52154,0,2,Mobile Phone,1,16,Debit Card,Female,3,3,Mobile Phone,1,Married,5,0,22,1,1,7,125,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52155,0,1,Mobile Phone,1,9,Credit Card,Female,3,3,Fashion,4,Married,1,0,17,0,1,7,177,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52156,0,19,Mobile Phone,3,9,E wallet,Male,2,3,Grocery,3,Married,4,0,12,2,4,9,275,Retained,No,Very close distance,2 Years,High Cashback Amount
52157,0,11,Mobile Phone,3,8,E wallet,Male,2,3,Fashion,4,Single,8,0,16,1,1,0,174,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52158,0,16,Computer,1,33,Debit Card,Female,2,3,Fashion,5,Married,9,0,11,1,1,1,208,Retained,No,Far distance,2 Years,High Cashback Amount
52159,1,2,Computer,1,8,Debit Card,Male,2,3,Grocery,1,Married,8,0,11,10,11,5,222,Churned,No,Very close distance,6 Months,High Cashback Amount
52160,0,13,Mobile Phone,1,20,Credit Card,Male,2,4,Others,3,Single,2,0,16,3,4,9,296,Retained,No,Close distance,2 Years,High Cashback Amount
52161,0,10,Mobile Phone,1,6,Cash on Delivery,Female,3,4,Mobile Phone,4,Single,2,1,11,1,2,2,121,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
52162,0,12,Computer,1,15,Debit Card,Male,3,3,Laptop & Accessory,4,Single,10,0,15,1,1,3,168,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52163,0,9,Computer,1,24,Debit Card,Male,3,3,Laptop & Accessory,1,Single,3,0,20,0,1,9,178,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52164,0,4,Computer,3,26,Debit Card,Male,3,1,Mobile Phone,1,Married,1,0,12,2,2,2,128,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52165,0,1,Mobile Phone,1,8,Debit Card,Male,3,4,Mobile Phone,4,Married,1,0,17,0,1,4,132,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52166,0,8,Computer,3,17,E wallet,Male,2,3,Laptop & Accessory,1,Married,2,0,11,1,1,2,150,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52167,0,22,Mobile Phone,3,14,Cash on Delivery,Male,2,4,Grocery,4,Married,7,0,17,1,2,5,231,Retained,No,Close distance,2 Years,High Cashback Amount
52168,0,7,Computer,1,8,Debit Card,Male,3,3,Laptop & Accessory,3,Single,3,0,11,1,1,2,140,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52169,0,2,Computer,1,16,Debit Card,Female,3,3,Mobile Phone,4,Married,1,0,14,0,1,1,133,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52170,0,15,Mobile Phone,1,35,Credit Card,Male,2,5,Laptop & Accessory,1,Single,5,0,19,1,1,0,143,Retained,No,Far distance,2 Years,Moderate Cashback Amount
52171,0,2,Mobile Phone,1,14,Credit Card,Male,3,4,Laptop & Accessory,1,Married,2,1,15,1,1,2,151,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
52172,0,11,Mobile Phone,2,6,UPI,Male,3,1,Mobile Phone,3,Married,2,0,13,3,5,0,128,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52173,0,1,Computer,1,12,Debit Card,Male,3,4,Mobile Phone,3,Married,2,1,14,1,1,2,127,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
52174,1,10,Computer,1,14,Credit Card,Male,3,3,Mobile Phone,3,Single,2,0,12,1,1,0,119,Churned,No,Close distance,1 Year,Moderate Cashback Amount
52175,1,0,Mobile Phone,3,15,E wallet,Female,3,3,Laptop & Accessory,5,Single,4,1,17,0,1,3,182,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
52176,0,14,Mobile Phone,1,18,Debit Card,Male,2,3,Mobile Phone,1,Married,4,1,11,1,1,0,148,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
52177,1,0,Computer,1,16,Credit Card,Male,3,3,Mobile Phone,3,Married,2,0,12,1,2,2,126,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52178,0,10,Mobile Phone,1,31,Credit Card,Female,2,4,Laptop & Accessory,1,Married,8,0,13,1,1,3,157,Retained,No,Far distance,1 Year,Moderate Cashback Amount
52179,0,0,Mobile Phone,1,16,Debit Card,Male,2,4,Mobile Phone,3,Married,2,0,13,1,2,2,125,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52180,0,7,Mobile Phone,3,15,Debit Card,Female,3,3,Laptop & Accessory,3,Married,2,0,20,0,1,3,157,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52181,0,8,Mobile Phone,2,14,Cash on Delivery,Male,3,3,Mobile Phone,3,Single,2,0,17,0,1,4,143,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52182,1,0,Mobile Phone,3,29,Debit Card,Female,2,4,Fashion,5,Married,2,0,13,1,3,10,173,Churned,No,Moderate distance,6 Months,Moderate Cashback Amount
52183,0,13,Computer,1,15,Credit Card,Female,2,3,Fashion,3,Single,10,0,17,1,3,13,235,Retained,No,Close distance,2 Years,High Cashback Amount
52184,1,5,Computer,3,18,Debit Card,Male,2,3,Grocery,5,Single,1,1,12,2,3,14,238,Churned,Yes,Close distance,6 Months,High Cashback Amount
52185,0,15,Mobile Phone,3,10,E wallet,Male,2,3,Laptop & Accessory,5,Single,8,0,13,1,1,5,152,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52186,0,10,Mobile Phone,1,6,Credit Card,Male,2,4,Mobile Phone,3,Married,7,0,12,1,1,7,123,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52187,0,0,Mobile Phone,1,30,Credit Card,Male,2,3,Mobile Phone,4,Single,9,0,22,0,1,2,136,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52188,1,0,Mobile Phone,1,16,Debit Card,Female,3,3,Mobile Phone,1,Married,2,1,11,1,1,0,125,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
52189,0,0,Mobile Phone,1,9,Credit Card,Male,2,1,Mobile Phone,1,Married,2,0,22,1,1,7,144,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52190,0,3,Mobile Phone,3,16,E wallet,Male,3,4,Laptop & Accessory,3,Married,2,0,18,0,1,4,166,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52191,0,13,Computer,1,32,Credit Card,Female,3,4,Laptop & Accessory,1,Married,4,1,13,0,1,0,144,Retained,Yes,Far distance,2 Years,Moderate Cashback Amount
52192,0,8,Mobile Phone,1,8,Debit Card,Male,2,4,Fashion,4,Married,3,0,18,2,6,4,203,Retained,No,Very close distance,1 Year,High Cashback Amount
52193,0,7,Computer,1,7,Credit Card,Male,3,4,Laptop & Accessory,5,Single,1,0,20,0,4,9,153,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52194,0,8,Computer,1,16,UPI,Male,2,4,Mobile Phone,1,Married,2,0,13,1,2,2,124,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52195,1,6,Mobile Phone,3,15,E wallet,Female,2,5,Laptop & Accessory,3,Single,9,0,13,0,1,3,153,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52196,0,5,Computer,3,8,Debit Card,Female,3,3,Mobile Phone,5,Married,2,0,12,1,1,0,128,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52197,0,29,Mobile Phone,1,10,Cash on Delivery,Female,3,3,Others,5,Married,5,0,16,4,4,2,299,Retained,No,Very close distance,more than 2 years,High Cashback Amount
52198,0,2,Mobile Phone,1,12,Credit Card,Female,3,3,Mobile Phone,1,Married,2,0,13,0,1,8,131,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52199,0,0,Mobile Phone,1,16,Debit Card,Male,2,3,Mobile Phone,5,Single,2,0,25,0,1,0,126,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52200,0,18,Mobile Phone,1,13,Credit Card,Female,2,3,Mobile Phone,3,Married,5,1,19,0,1,2,145,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
52201,0,10,Mobile Phone,1,7,Debit Card,Female,2,4,Laptop & Accessory,1,Married,2,0,13,0,3,11,165,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52202,0,0,Mobile Phone,1,5,Debit Card,Male,3,4,Mobile Phone,3,Single,2,0,12,0,1,2,130,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52203,1,7,Mobile Phone,1,16,Debit Card,Male,3,3,Mobile Phone,3,Single,2,1,11,1,1,2,129,Churned,Yes,Close distance,1 Year,Moderate Cashback Amount
52204,0,26,Mobile Phone,1,13,Credit Card,Female,2,3,Others,3,Married,4,0,18,2,4,7,286,Retained,No,Close distance,more than 2 years,High Cashback Amount
52205,0,10,Mobile Phone,1,21,Debit Card,Female,3,5,Mobile Phone,1,Married,1,1,18,1,1,3,122,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
52206,1,0,Computer,1,9,Debit Card,Male,3,4,Mobile Phone,1,Married,1,1,11,0,1,0,129,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
52207,0,19,Mobile Phone,3,8,E wallet,Female,3,3,Grocery,5,Married,9,0,23,2,15,9,270,Retained,No,Very close distance,2 Years,High Cashback Amount
52208,0,10,Computer,1,23,Debit Card,Male,3,5,Mobile Phone,3,Single,3,0,13,1,1,0,123,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52209,0,6,Mobile Phone,2,8,UPI,Male,3,3,Mobile Phone,3,Married,2,0,13,1,1,4,136,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52210,1,10,Computer,1,11,Debit Card,Male,3,4,Mobile Phone,5,Married,7,0,17,0,1,0,121,Churned,No,Close distance,1 Year,Moderate Cashback Amount
52211,0,3,Mobile Phone,3,35,Debit Card,Male,3,3,Laptop & Accessory,5,Married,9,0,19,1,1,3,141,Retained,No,Far distance,6 Months,Moderate Cashback Amount
52212,0,13,Computer,3,8,Credit Card,Male,3,3,Laptop & Accessory,4,Married,6,0,12,1,1,0,143,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52213,0,23,Computer,1,8,Credit Card,Female,1,3,Grocery,5,Married,3,0,22,2,2,2,279,Retained,No,Very close distance,2 Years,High Cashback Amount
52214,0,1,Mobile Phone,1,25,Credit Card,Male,3,4,Mobile Phone,5,Married,2,0,12,1,3,3,132,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52215,0,19,Mobile Phone,1,21,Debit Card,Male,2,3,Others,4,Married,6,0,11,2,1,3,291,Retained,No,Moderate distance,2 Years,High Cashback Amount
52216,0,8,Mobile Phone,3,23,Debit Card,Male,3,3,Laptop & Accessory,5,Married,4,1,15,0,1,7,190,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
52217,1,10,Mobile Phone,1,23,Debit Card,Female,3,3,Mobile Phone,4,Married,2,0,13,1,1,0,122,Churned,No,Moderate distance,1 Year,Moderate Cashback Amount
52218,0,6,Computer,3,31,Credit Card,Female,2,3,Laptop & Accessory,3,Married,2,0,12,0,1,1,145,Retained,No,Far distance,6 Months,Moderate Cashback Amount
52219,0,9,Mobile Phone,1,12,Debit Card,Male,3,5,Mobile Phone,3,Married,2,0,14,1,1,7,127,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52220,0,3,Mobile Phone,1,13,Debit Card,Male,2,3,Laptop & Accessory,3,Married,2,0,13,4,8,9,135,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52221,0,17,Mobile Phone,1,35,UPI,Male,2,3,Laptop & Accessory,1,Single,2,0,25,6,13,17,145,Retained,No,Far distance,2 Years,Moderate Cashback Amount
52222,0,0,Mobile Phone,3,27,E wallet,Male,3,1,Mobile Phone,1,Single,2,0,17,2,2,2,127,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52223,0,19,Mobile Phone,1,8,Cash on Delivery,Male,2,3,Laptop & Accessory,1,Married,3,0,11,0,1,4,174,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52224,0,15,Computer,2,8,Credit Card,Male,3,1,Laptop & Accessory,5,Married,8,0,16,1,1,3,163,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52225,0,30,Mobile Phone,3,13,E wallet,Male,2,1,Laptop & Accessory,1,Married,1,1,18,0,1,9,152,Retained,Yes,Close distance,more than 2 years,Moderate Cashback Amount
52226,0,5,Computer,1,19,UPI,Female,3,4,Mobile Phone,4,Married,2,0,20,2,2,2,134,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52227,0,5,Computer,1,8,Debit Card,Female,2,3,Laptop & Accessory,3,Single,5,1,14,1,1,7,150,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
52228,0,9,Mobile Phone,1,7,Cash on Delivery,Female,3,5,Fashion,5,Married,3,1,21,7,7,7,203,Retained,Yes,Very close distance,1 Year,High Cashback Amount
52229,0,6,Mobile Phone,1,15,Credit Card,Male,3,3,Mobile Phone,1,Married,1,0,13,0,4,10,128,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52230,0,13,Mobile Phone,3,16,Cash on Delivery,Female,2,4,Laptop & Accessory,4,Married,8,0,12,1,1,3,169,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52231,0,0,Mobile Phone,3,16,Debit Card,Male,2,3,Laptop & Accessory,1,Single,1,0,14,1,1,1,150,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52232,0,3,Mobile Phone,1,7,Credit Card,Male,3,3,Mobile Phone,4,Married,1,1,21,3,5,7,136,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
52233,0,15,Computer,1,32,Credit Card,Female,2,3,Fashion,5,Married,4,1,17,0,3,0,232,Retained,Yes,Far distance,2 Years,High Cashback Amount
52234,0,8,Computer,3,14,E wallet,Female,3,4,Fashion,1,Married,5,1,11,3,4,12,204,Retained,Yes,Close distance,1 Year,High Cashback Amount
52235,0,10,Mobile Phone,1,20,Debit Card,Male,2,3,Mobile Phone,5,Married,2,1,14,5,6,8,122,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
52236,0,27,Computer,1,7,Debit Card,Female,2,3,Fashion,3,Married,8,0,17,0,1,4,205,Retained,No,Very close distance,more than 2 years,High Cashback Amount
52237,0,10,Mobile Phone,1,8,Debit Card,Female,3,1,Mobile Phone,1,Married,2,0,13,1,7,7,120,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52238,1,10,Computer,1,16,Credit Card,Female,3,4,Mobile Phone,4,Single,2,1,25,0,1,0,119,Churned,Yes,Close distance,1 Year,Moderate Cashback Amount
52239,0,2,Mobile Phone,1,7,Debit Card,Female,3,3,Mobile Phone,1,Married,2,0,15,1,1,2,138,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52240,0,27,Mobile Phone,1,9,Debit Card,Male,2,3,Grocery,1,Married,4,0,14,2,1,9,278,Retained,No,Very close distance,more than 2 years,High Cashback Amount
52241,0,4,Mobile Phone,1,17,Credit Card,Male,3,3,Laptop & Accessory,5,Married,2,1,12,1,1,1,168,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
52242,0,4,Mobile Phone,1,30,Credit Card,Female,3,4,Laptop & Accessory,5,Single,2,0,19,1,1,8,168,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52243,0,30,Mobile Phone,3,9,Debit Card,Female,2,4,Laptop & Accessory,1,Single,6,0,17,0,1,5,152,Retained,No,Very close distance,more than 2 years,Moderate Cashback Amount
52244,0,16,Mobile Phone,1,9,Debit Card,Male,3,5,Others,1,Married,4,0,16,1,1,7,297,Retained,No,Very close distance,2 Years,High Cashback Amount
52245,0,22,Mobile Phone,1,10,Credit Card,Male,2,4,Others,3,Married,3,0,13,2,1,0,287,Retained,No,Very close distance,2 Years,High Cashback Amount
52246,0,9,Computer,1,9,Cash on Delivery,Male,2,3,Mobile Phone,4,Married,2,0,12,0,1,7,137,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52247,0,21,Mobile Phone,1,16,Cash on Delivery,Male,3,1,Mobile Phone,4,Single,6,0,11,0,1,0,126,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52248,0,0,Mobile Phone,1,16,Debit Card,Male,3,3,Mobile Phone,3,Married,2,0,11,1,1,3,125,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52249,0,2,Mobile Phone,1,13,Debit Card,Male,2,3,Laptop & Accessory,1,Married,2,1,11,1,1,0,166,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
52250,0,21,Mobile Phone,1,7,Debit Card,Male,3,4,Others,1,Single,7,0,12,2,1,0,283,Retained,No,Very close distance,2 Years,High Cashback Amount
52251,0,2,Mobile Phone,1,7,Debit Card,Female,2,4,Grocery,1,Married,4,0,14,2,1,7,261,Retained,No,Very close distance,6 Months,High Cashback Amount
52252,0,7,Mobile Phone,1,16,Cash on Delivery,Female,2,1,Mobile Phone,3,Married,1,0,17,1,1,0,126,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52253,0,17,Mobile Phone,3,11,E wallet,Male,2,3,Others,4,Married,8,0,11,2,3,10,282,Retained,No,Close distance,2 Years,High Cashback Amount
52254,0,6,Mobile Phone,3,16,E wallet,Male,2,1,Fashion,3,Married,1,1,14,0,1,8,184,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
52255,0,0,Mobile Phone,1,31,Debit Card,Female,3,1,Mobile Phone,1,Single,2,1,12,0,1,1,130,Retained,Yes,Far distance,6 Months,Moderate Cashback Amount
52256,0,10,Mobile Phone,1,7,Debit Card,Male,2,3,Mobile Phone,3,Married,2,0,22,1,1,1,112,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52257,1,0,Computer,3,30,Debit Card,Male,3,5,Mobile Phone,1,Single,2,1,14,1,1,0,111,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
52258,0,0,Mobile Phone,1,10,Debit Card,Male,3,3,Mobile Phone,1,Single,2,1,20,2,2,2,129,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
52259,1,8,Mobile Phone,3,8,E wallet,Female,3,5,Others,4,Single,3,1,16,2,1,11,288,Churned,Yes,Very close distance,1 Year,High Cashback Amount
52260,0,28,Computer,1,14,Credit Card,Male,2,4,Grocery,4,Married,2,1,15,2,3,0,236,Retained,Yes,Close distance,more than 2 years,High Cashback Amount
52261,1,0,Computer,1,16,Debit Card,Female,2,4,Mobile Phone,3,Single,2,0,20,1,2,2,126,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52262,0,19,Mobile Phone,3,10,E wallet,Female,2,4,Others,4,Married,3,0,14,2,1,8,288,Retained,No,Very close distance,2 Years,High Cashback Amount
52263,0,7,Mobile Phone,3,8,E wallet,Female,2,3,Laptop & Accessory,5,Single,1,1,12,1,1,2,145,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
52264,0,24,Computer,3,15,Debit Card,Male,2,3,Others,4,Married,5,1,16,6,11,10,298,Retained,Yes,Close distance,2 Years,High Cashback Amount
52265,0,30,Mobile Phone,1,24,Credit Card,Male,3,3,Fashion,1,Single,7,0,12,3,5,4,205,Retained,No,Moderate distance,more than 2 years,High Cashback Amount
52266,0,7,Computer,1,25,Credit Card,Female,2,3,Laptop & Accessory,4,Married,5,0,13,0,5,10,144,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52267,0,10,Computer,1,7,Credit Card,Male,2,3,Mobile Phone,3,Single,1,1,11,1,1,2,122,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
52268,0,17,Mobile Phone,1,10,Debit Card,Male,3,1,Others,5,Married,2,0,14,2,14,13,292,Retained,No,Very close distance,2 Years,High Cashback Amount
52269,0,7,Computer,2,17,Debit Card,Male,2,4,Laptop & Accessory,4,Married,5,0,11,0,1,8,145,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52270,0,8,Mobile Phone,1,12,Debit Card,Male,3,3,Mobile Phone,3,Married,1,1,14,1,2,2,135,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
52271,0,15,Mobile Phone,1,16,Credit Card,Female,3,1,Laptop & Accessory,4,Married,7,1,16,0,1,0,124,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
52272,0,16,Mobile Phone,3,10,E wallet,Female,2,4,Fashion,1,Single,4,0,14,10,15,17,202,Retained,No,Very close distance,2 Years,High Cashback Amount
52273,0,9,Mobile Phone,1,8,Debit Card,Female,2,3,Laptop & Accessory,4,Single,10,1,11,4,5,12,154,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
52274,1,7,Mobile Phone,1,21,Credit Card,Female,3,3,Fashion,1,Married,2,0,11,0,1,5,180,Churned,No,Moderate distance,1 Year,Moderate Cashback Amount
52275,0,1,Computer,1,8,Debit Card,Male,2,4,Mobile Phone,1,Married,2,1,12,0,2,2,139,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
52276,0,24,Computer,1,12,Credit Card,Female,3,4,Mobile Phone,3,Single,1,0,14,3,7,7,128,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52277,0,3,Computer,1,15,Credit Card,Female,3,3,Laptop & Accessory,3,Single,8,1,18,0,1,7,147,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
52278,1,0,Mobile Phone,1,13,Cash on Delivery,Female,2,3,Mobile Phone,3,Married,4,1,13,4,7,7,133,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
52279,0,10,Mobile Phone,1,7,Cash on Delivery,Male,2,3,Mobile Phone,5,Single,3,0,11,1,1,2,121,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52280,0,10,Mobile Phone,1,7,Credit Card,Female,2,3,Mobile Phone,4,Single,2,0,18,1,2,1,121,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52281,0,5,Mobile Phone,3,14,Credit Card,Male,2,1,Laptop & Accessory,1,Married,2,0,15,0,1,8,162,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52282,0,18,Computer,1,31,Credit Card,Female,2,3,Others,4,Single,4,0,22,2,1,0,281,Retained,No,Far distance,2 Years,High Cashback Amount
52283,0,12,Mobile Phone,1,19,Credit Card,Female,3,4,Grocery,4,Married,7,1,13,2,15,2,271,Retained,Yes,Close distance,1 Year,High Cashback Amount
52284,0,30,Mobile Phone,1,16,Debit Card,Male,2,3,Mobile Phone,3,Married,2,0,12,1,2,2,124,Retained,No,Close distance,more than 2 years,Moderate Cashback Amount
52285,1,0,Mobile Phone,1,13,Debit Card,Male,3,3,Laptop & Accessory,3,Married,2,0,18,0,1,1,149,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52286,1,2,Mobile Phone,1,29,Credit Card,Male,3,3,Mobile Phone,5,Single,1,0,13,0,1,3,139,Churned,No,Moderate distance,6 Months,Moderate Cashback Amount
52287,0,3,Mobile Phone,1,12,Cash on Delivery,Female,2,4,Laptop & Accessory,1,Married,1,0,12,5,6,7,146,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52288,0,9,Mobile Phone,1,16,Cash on Delivery,Female,3,3,Fashion,3,Married,4,0,12,1,1,7,171,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52289,0,19,Mobile Phone,2,7,Debit Card,Female,2,3,Mobile Phone,5,Single,7,0,12,2,5,7,134,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52290,0,1,Computer,1,7,Debit Card,Female,2,5,Laptop & Accessory,1,Married,1,0,11,7,7,5,167,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52291,0,23,Mobile Phone,1,34,Debit Card,Female,2,3,Grocery,5,Married,5,1,11,2,1,2,269,Retained,Yes,Far distance,2 Years,High Cashback Amount
52292,1,3,Mobile Phone,3,31,E wallet,Male,2,4,Fashion,4,Single,3,1,12,1,1,0,191,Churned,Yes,Far distance,6 Months,Moderate Cashback Amount
52293,1,15,Mobile Phone,3,11,Debit Card,Male,3,3,Fashion,4,Single,10,1,19,7,7,7,184,Churned,Yes,Close distance,2 Years,Moderate Cashback Amount
52294,0,3,Mobile Phone,1,23,Credit Card,Female,3,3,Fashion,5,Married,2,1,23,1,1,5,219,Retained,Yes,Moderate distance,6 Months,High Cashback Amount
52295,0,12,Mobile Phone,1,24,Debit Card,Male,2,3,Laptop & Accessory,3,Single,1,0,11,1,1,7,145,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52296,0,4,Computer,3,8,Debit Card,Female,2,3,Fashion,3,Married,2,1,19,8,9,6,199,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
52297,0,14,Computer,3,16,Credit Card,Male,2,5,Laptop & Accessory,4,Single,2,0,13,3,11,9,162,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52298,1,10,Computer,3,7,Debit Card,Female,2,3,Mobile Phone,4,Single,2,1,11,2,2,2,123,Churned,Yes,Very close distance,1 Year,Moderate Cashback Amount
52299,1,7,Mobile Phone,1,16,Debit Card,Male,2,3,Mobile Phone,5,Married,5,0,12,1,1,2,124,Churned,No,Close distance,1 Year,Moderate Cashback Amount
52300,0,15,Computer,1,8,Debit Card,Male,2,3,Grocery,3,Married,1,1,13,2,2,10,279,Retained,Yes,Very close distance,2 Years,High Cashback Amount
52301,0,28,Mobile Phone,1,8,Credit Card,Female,2,5,Others,3,Married,5,0,14,2,9,11,292,Retained,No,Very close distance,more than 2 years,High Cashback Amount
52302,0,29,Mobile Phone,2,14,Debit Card,Male,3,3,Others,4,Single,7,0,16,2,7,7,297,Retained,No,Close distance,more than 2 years,High Cashback Amount
